Key,Chinese (Traditional)(zh-TW),Chinese (Simplified)(zh-CN),English (United States)(en-US)
0,,,
1,我,我,I
2,我,我,I
3,潘承允,潘承允,Pan Chengyun
4,樊羽,樊羽,Fan Yu
5,我,我,I
6,我,我,I
7,程勇男,程勇男,Cheng Yongnan
8,鍾和強,钟和强,Zhong Heqiang
9,我,我,I
10,程勇男,程勇男,Cheng Yongnan
11,鍾和強,钟和强,Zhong Heqiang
12,程勇男,程勇男,Cheng Yongnan
13,我,我,I
14,我,我,I
15,我,我,I
16,,,
17,我,我,I
18,旁白,旁白,Narration
19,,,
20,潘承允,潘承允,Pan Chengyun
21,,,
22,程勇男,程勇男,Cheng Yongnan
23,,,
24,鍾和強,钟和强,Zhong Heqiang
25,,,
26,,,
27,我,我,I
28,潘承允,潘承允,Pan Chengyun
29,Choice1,Choice1,Choice1
30,Choice2,Choice2,Choice2
31,樊羽,樊羽,Fan Yu
32,程勇男,程勇男,Cheng Yongnan
33,潘承允,潘承允,Pan Chengyun
34,潘承允,潘承允,Pan Chengyun
35,潘承允,潘承允,Pan Chengyun
36,樊羽,樊羽,Fan Yu
37,潘承允,潘承允,Pan Chengyun
38,我,我,I
39,旁白,旁白,Narration
40,潘承允,潘承允,Pan Chengyun
41,我,我,I
42,樊羽,樊羽,Fan Yu
43,潘承允,潘承允,Pan Chengyun
44,旁白,旁白,Narration
45,潘承允,潘承允,Pan Chengyun
46,,,
47,旁白,旁白,Narration
48,,,
49,,,
50,潘承允,潘承允,Pan Chengyun
51,,,
52,,,
53,,,
54,我,我,I
55,樊羽,樊羽,Fan Yu
56,潘承允,潘承允,Pan Chengyun
57,鍾和強,钟和强,Zhong Heqiang
58,我,我,I
59,程勇男,程勇男,Cheng Yongnan
60,鍾和強,钟和强,Zhong Heqiang
61,程勇男,程勇男,Cheng Yongnan
62,旁白,旁白,Narration
63,樊羽,樊羽,Fan Yu
64,潘承允,潘承允,Pan Chengyun
65,樊羽,樊羽,Fan Yu
66,,,
67,我,我,I
68,我,我,I
69,,,
70,,,
71,,,
72,樊羽,樊羽,Fan Yu
73,住客,住客,Resident
74,住客,住客,Resident
75,樊羽,樊羽,Fan Yu
76,住客,住客,Resident
77,樊羽,樊羽,Fan Yu
78,住客,住客,Resident
79,樊羽,樊羽,Fan Yu
80,,,
81,我,我,I
82,我,我,I
83,旁白,旁白,Narration
84,我,我,I
85,我,我,I
86,我,我,I
87,,,
88,我,我,I
89,我,我,I
90,我,我,I
91,我,我,I
92,潘承允,潘承允,Pan Chengyun
93,我,我,I
94,我,我,I
95,旁白,旁白,Narration
96,,,
97,旁白,旁白,Narration
98,樊羽,樊羽,Fan Yu
99,樊羽,樊羽,Fan Yu
100,,,
101,旁白,旁白,Narration
102,旁白,旁白,Narration
103,我,我,I
104,樊羽,樊羽,Fan Yu
105,,,
106,,,
107,,,
108,樊羽,樊羽,Fan Yu
109,樊羽,樊羽,Fan Yu
110,潘承允,潘承允,Pan Chengyun
111,樊羽,樊羽,Fan Yu
112,潘承允,潘承允,Pan Chengyun
113,潘承允,潘承允,Pan Chengyun
114,樊羽,樊羽,Fan Yu
115,潘承允,潘承允,Pan Chengyun
116,我,我,I
117,潘承允,潘承允,Pan Chengyun
118,,,
119,旁白,旁白,Narration
120,樊羽,樊羽,Fan Yu
121,潘承允,潘承允,Pan Chengyun
122,我,我,I
123,,,
124,,,
125,樊羽,樊羽,Fan Yu
126,潘承允,潘承允,Pan Chengyun
127,樊羽,樊羽,Fan Yu
128,我,我,I
129,潘承允,潘承允,Pan Chengyun
130,樊羽,樊羽,Fan Yu
131,潘承允,潘承允,Pan Chengyun
132,樊羽,樊羽,Fan Yu
133,潘承允,潘承允,Pan Chengyun
134,旁白,旁白,Narration
135,潘承允,潘承允,Pan Chengyun
136,旁白,旁白,Narration
137,鍾和強,钟和强,Zhong Heqiang
138,潘承允,潘承允,Pan Chengyun
139,程勇男,程勇男,Cheng Yongnan
140,鍾和強,钟和强,Zhong Heqiang
141,潘承允,潘承允,Pan Chengyun
142,鍾和強,钟和强,Zhong Heqiang
143,我,我,I
144,程勇男,程勇男,Cheng Yongnan
145,鍾和強,钟和强,Zhong Heqiang
146,程勇男,程勇男,Cheng Yongnan
147,鍾和強,钟和强,Zhong Heqiang
148,程勇男,程勇男,Cheng Yongnan
149,潘承允,潘承允,Pan Chengyun
150,鍾和強,钟和强,Zhong Heqiang
151,樊羽,樊羽,Fan Yu
152,,,
153,潘承允,潘承允,Pan Chengyun
154,程勇男,程勇男,Cheng Yongnan
155,潘承允,潘承允,Pan Chengyun
156,鍾和強,钟和强,Zhong Heqiang
157,我,我,I
158,教學,教学,teaching
159,,,
160,旁白,旁白,Narration
161,旁白,旁白,Narration
162,樊羽,樊羽,Fan Yu
163,樊羽,樊羽,Fan Yu
164,樊羽,樊羽,Fan Yu
165,,,
166,樊羽,樊羽,Fan Yu
167,我,我,I
168,樊羽,樊羽,Fan Yu
169,樊羽,樊羽,Fan Yu
170,樊羽,樊羽,Fan Yu
171,樊羽,樊羽,Fan Yu
172,旁白,旁白,Narration
173,旁白,旁白,Narration
174,旁白,旁白,Narration
175,旁白,旁白,Narration
176,,,
177,旁白,旁白,Narration
178,我,我,I
179,我,我,I
180,旁白,旁白,Narration
181,,,
182,旁白,旁白,Narration
183,旁白,旁白,Narration
184,旁白,旁白,Narration
185,我,我,I
186,我,我,I
187,,,
188,旁白,旁白,Narration
189,程勇男,程勇男,Cheng Yongnan
190,樊羽,樊羽,Fan Yu
191,潘承允,潘承允,Pan Chengyun
192,我,我,I
193,程勇男,程勇男,Cheng Yongnan
194,潘承允,潘承允,Pan Chengyun
195,程勇男,程勇男,Cheng Yongnan
196,我,我,I
197,潘承允,潘承允,Pan Chengyun
198,程勇男,程勇男,Cheng Yongnan
199,樊羽,樊羽,Fan Yu
200,,,
201,樊羽,樊羽,Fan Yu
202,樊羽,樊羽,Fan Yu
203,樊羽,樊羽,Fan Yu
204,樊羽,樊羽,Fan Yu
205,,,
206,程勇男,程勇男,Cheng Yongnan
207,潘承允,潘承允,Pan Chengyun
208,我,我,I
209,潘承允,潘承允,Pan Chengyun
210,我,我,I
211,程勇男,程勇男,Cheng Yongnan
212,旁白,旁白,Narration
213,潘承允,潘承允,Pan Chengyun
214,程勇男,程勇男,Cheng Yongnan
215,我,我,I
216,潘承允,潘承允,Pan Chengyun
217,程勇男,程勇男,Cheng Yongnan
218,鍾和強,钟和强,Zhong Heqiang
219,樊羽,樊羽,Fan Yu
220,鍾和強,钟和强,Zhong Heqiang
221,我,我,I
222,我,我,I
223,鍾和強,钟和强,Zhong Heqiang
224,鍾和強,钟和强,Zhong Heqiang
225,旁白,旁白,Narration
226,,,
227,我,我,I
228,,,
229,女住客,女住客,Resident
230,我,我,I
231,樊羽,樊羽,Fan Yu
232,女住客,女住客,Resident
233,我,我,I
234,女住客,女住客,Resident
235,樊羽,樊羽,Fan Yu
236,女住客,女住客,Resident
237,樊羽,樊羽,Fan Yu
238,女住客,女住客,Resident
239,樊羽,樊羽,Fan Yu
240,女住客,女住客,Resident
241,樊羽,樊羽,Fan Yu
242,女住客,女住客,Resident
243,女住客,女住客,Resident
244,樊羽,樊羽,Fan Yu
245,女住客,女住客,Resident
246,樊羽,樊羽,Fan Yu
247,女住客,女住客,Resident
248,樊羽,樊羽,Fan Yu
249,女住客,女住客,Resident
250,樊羽,樊羽,Fan Yu
251,旁白,旁白,Narration
252,樊羽,樊羽,Fan Yu
253,旁白,旁白,Narration
254,旁白,旁白,Narration
255,旁白,旁白,Narration
256,,,
257,,,
258,旁白,旁白,Narration
259,我,我,I
260,,,
261,我,我,I
262,旁白,旁白,Narration
263,旁白,旁白,Narration
264,旁白,旁白,Narration
265,鍾和強,钟和强,Zhong Heqiang
266,旁白,旁白,Narration
267,鍾和強,钟和强,Zhong Heqiang
268,程勇男,程勇男,Cheng Yongnan
269,鍾和強,钟和强,Zhong Heqiang
270,潘承允,潘承允,Pan Chengyun
271,鍾和強,钟和强,Zhong Heqiang
272,潘承允,潘承允,Pan Chengyun
273,鍾和強,钟和强,Zhong Heqiang
274,鍾和強,钟和强,Zhong Heqiang
275,旁白,旁白,Narration
276,旁白,旁白,Narration
277,我,我,I
278,我,我,I
279,,,
280,,,
281,我,我,I
282,我,我,I
283,旁白,旁白,Narration
284,旁白,旁白,Narration
285,旁白,旁白,Narration
286,我,我,I
287,旁白,旁白,Narration
288,樊羽,樊羽,Fan Yu
289,旁白,旁白,Narration
290,樊羽,樊羽,Fan Yu
291,,,
292,樊羽,樊羽,Fan Yu
293,樊羽,樊羽,Fan Yu
294,旁白,旁白,Narration
295,旁白,旁白,Narration
296,程勇男,程勇男,Cheng Yongnan
297,樊羽,樊羽,Fan Yu
298,潘承允,潘承允,Pan Chengyun
299,樊羽,樊羽,Fan Yu
300,潘承允,潘承允,Pan Chengyun
301,樊羽,樊羽,Fan Yu
302,旁白,旁白,Narration
303,程勇男,程勇男,Cheng Yongnan
304,樊羽,樊羽,Fan Yu
305,潘承允,潘承允,Pan Chengyun
306,樊羽,樊羽,Fan Yu
307,程勇男,程勇男,Cheng Yongnan
308,旁白,旁白,Narration
309,旁白,旁白,Narration
310,樊羽,樊羽,Fan Yu
311,潘承允,潘承允,Pan Chengyun
312,我,我,I
313,我,我,I
314,程勇男,程勇男,Cheng Yongnan
315,我,我,I
316,我,我,I
317,,,
318,住客,住客,Resident
319,樊羽,樊羽,Fan Yu
320,住客,住客,Resident
321,樊羽,樊羽,Fan Yu
322,住客,住客,Resident
323,樊羽,樊羽,Fan Yu
324,住客,住客,Resident
325,住客,住客,Resident
326,樊羽,樊羽,Fan Yu
327,住客,住客,Resident
328,住客,住客,Resident
329,樊羽,樊羽,Fan Yu
330,住客,住客,Resident
331,樊羽,樊羽,Fan Yu
332,住客,住客,Resident
333,住客,住客,Resident
334,住客,住客,Resident
335,樊羽,樊羽,Fan Yu
336,,,
337,,,
338,旁白,旁白,Narration
339,旁白,旁白,Narration
340,旁白,旁白,Narration
341,樊羽,樊羽,Fan Yu
342,,,
343,樊羽,樊羽,Fan Yu
344,樊羽,樊羽,Fan Yu
345,樊羽,樊羽,Fan Yu
346,樊羽,樊羽,Fan Yu
347,樊羽,樊羽,Fan Yu
348,旁白,旁白,Narration
349,樊羽,樊羽,Fan Yu
350,旁白,旁白,Narration
351,旁白,旁白,Narration
352,,,
353,旁白,旁白,Narration
354,樊羽,樊羽,Fan Yu
355,住客,住客,Resident
356,旁白,旁白,Narration
357,旁白,旁白,Narration
358,旁白,旁白,Narration
359,旁白,旁白,Narration
360,旁白,旁白,Narration
361,旁白,旁白,Narration
362,旁白,旁白,Narration
363,旁白,旁白,Narration
364,旁白,旁白,Narration
365,旁白,旁白,Narration
366,旁白,旁白,Narration
367,,,
368,樊羽,樊羽,Fan Yu
369,,,
370,,,
371,外送員A,外送员A,Deloger A
372,旁白,旁白,Narration
373,,,
374,,,
375,樊羽,樊羽,Fan Yu
376,外送員A,外送员A,Deloger A
377,樊羽,樊羽,Fan Yu
378,外送員A,外送员A,Deloger A
379,旁白,旁白,Narration
380,樊羽,樊羽,Fan Yu
381,,,
382,我,我,I
383,旁白,旁白,Narration
384,旁白,旁白,Narration
385,我,我,I
386,,,
387,,,
388,,,
389,,,
390,樊羽,樊羽,Fan Yu
391,我,我,I
392,旁白,旁白,Narration
393,旁白,旁白,Narration
394,,,
395,,,
396,旁白,旁白,Narration
397,旁白,旁白,Narration
398,,,
399,我,我,I
400,,,
401,樊羽,樊羽,Fan Yu
402,,,
403,,,
404,我,我,I
405,旁白,旁白,Narration
406,,,
407,鬼1,鬼1,Ghost 1
408,鬼2,鬼2,Ghost 2
409,鬼1,鬼1,Ghost 1
410,樊羽,樊羽,Fan Yu
411,,,
412,旁白,旁白,Narration
413,,,
414,,,
415,口罩小孩,口罩小孩,Mask child
416,旁白,旁白,Narration
417,,,
418,,,
419,樊羽,樊羽,Fan Yu
420,口罩小孩,口罩小孩,Mask child
421,旁白,旁白,Narration
422,口罩小孩,口罩小孩,Mask child
423,樊羽,樊羽,Fan Yu
424,口罩小孩,口罩小孩,Mask child
425,樊羽,樊羽,Fan Yu
426,我,我,I
427,我,我,I
428,,,
429,口罩小孩,口罩小孩,Mask child
430,旁白,旁白,Narration
431,樊羽,樊羽,Fan Yu
432,口罩小孩,口罩小孩,Mask child
433,樊羽,樊羽,Fan Yu
434,口罩小孩,口罩小孩,Mask child
435,樊羽,樊羽,Fan Yu
436,口罩小孩,口罩小孩,Mask child
437,樊羽,樊羽,Fan Yu
438,口罩小孩,口罩小孩,Mask child
439,樊羽,樊羽,Fan Yu
440,旁白,旁白,Narration
441,口罩小孩,口罩小孩,Mask child
442,旁白,旁白,Narration
443,,,
444,,,
445,紙紮打牌,纸扎打牌,Paper
446,我,我,I
447,旁白,旁白,Narration
448,,,
449,,,
450,樊羽,樊羽,Fan Yu
451,紙紮打牌,纸扎打牌,Paper
452,樊羽,樊羽,Fan Yu
453,紙紮打牌,纸扎打牌,Paper
454,樊羽,樊羽,Fan Yu
455,紙紮打牌,纸扎打牌,Paper
456,樊羽,樊羽,Fan Yu
457,旁白,旁白,Narration
458,紙紮打牌,纸扎打牌,Paper
459,,,
460,我,我,I
461,紙紮打牌,纸扎打牌,Paper
462,樊羽,樊羽,Fan Yu
463,旁白,旁白,Narration
464,,,
465,樊羽,樊羽,Fan Yu
466,四眼的男生,四眼的男生,Four -eye boy
467,樊羽,樊羽,Fan Yu
468,四眼的男生,四眼的男生,Four -eye boy
469,樊羽,樊羽,Fan Yu
470,四眼的男生,四眼的男生,Four -eye boy
471,旁白,旁白,Narration
472,旁白,旁白,Narration
473,我,我,I
474,我,我,I
475,我,我,I
476,我,我,I
477,我,我,I
478,我,我,I
479,我,我,I
480,我,我,I
481,我,我,I
482,我,我,I
483,我,我,I
484,旁白,旁白,Narration
485,我,我,I
486,我,我,I
487,旁白,旁白,Narration
488,旁白,旁白,Narration
489,我,我,I
490,我,我,I
491,我,我,I
492,我,我,I
493,我,我,I
494,我,我,I
495,我,我,I
496,我,我,I
497,我,我,I
498,,,
499,,,
500,,,
501,,,
502,旁白,旁白,Narration
503,旁白,旁白,Narration
504,旁白,旁白,Narration
505,旁白,旁白,Narration